2,6.17712e-17,-2.56827e-18,3.49491e-17,1.30557e-17,-3.44015e-17,1,18,18,1,0.66498,0.005033
2,-1.52344e-18,-1.83378e-17,1.01558e-17,1.11968e-18,-4.77597e-17,1,19,18,1,0.66498,0.005033
2,-7.10434e-17,-1.6435e-17,-4.35284e-19,5.44017e-19,-4.62426e-17,1,20,18,1,0.670013,0.002023
2,-7.48482e-17,-2.80849e-17,-1.83539e-17,2.19483e-18,-1.43088e-18,1,21,18,1,0.692162,0.003018
2,-1.4943e-16,1.54658e-17,-1.7924e-17,-1.82304e-17,1.48294e-17,1,22,18,1,0.692162,0.003018
2,-1.1415e-16,6.35989e-17,-1.71714e-17,-3.96923e-17,3.00863e-17,1,23,18,1,0.69518,0
2,-3.96398e-17,2.35841e-17,-5.59456e-17,7.30638e-18,3.03566e-17,1,24,18,1,0.705281,0.005021
2,-2.64825e-17,3.27603e-20,-5.81242e-17,-1.58121e-18,4.50988e-17,1,25,18,1,0.735203,0
2,1.60171e-17,-6.54554e-17,-5.43747e-17,-3.97705e-17,8.21589e-17,1,26,18,1,0.685119,0.00502
2,7.54655e-18,-2.96692e-17,-4.66805e-17,-9.02036e-18,1.46953e-17,1,27,18,1,0.690139,0.002023
2,-3.1536e-17,-5.44076e-17,1.29215e-17,9.91679e-18,3.80292e-19,1,28,18,1,0.692162,0.003018
2,-1.6891e-17,-1.82267e-18,3.46155e-17,-2.94713e-17,-4.9709e-17,1,29,18,1,0.69518,0
2,-9.95337e-17,1.37246e-17,8.2007e-17,2.466e-17,-3.60412e-17,1,30,18,1,0.69518,0.005022
2,6.27149e-17,-7.45556e-18,-3.24955e-17,-2.74186e-17,-3.95675e-17,1,18,19,1,0.700202,0.002062
2,2.91587e-17,-7.32627e-18,-3.81902e-17,-1.41564e-17,-5.55975e-17,1,19,19,1,0.702264,0.003017
2,-4.0838e-17,-7.07497e-18,-4.8591e-17,-1.44632e-17,-5.92725e-17,1,20,19,1,0.705281,0
2,-5.38395e-17,-2.91181e-17,-4.76965e-17,-9.22722e-18,-3.79996e-17,1,21,19,1,0.705281,0.007044
2,-1.55523e-16,1.19667e-17,-1.78784e-17,-2.9915e-17,-8.44872e-18,1,22,19,1,0.712325,0
2,-1.25913e-16,5.18999e-17,-1.54102e-17,-4.00931e-17,1.56547e-17,1,23,19,1,0.715342,0
2,-6.54308e-17,1.66427e-17,-3.20792e-17,-2.22696e-18,4.04089e-17,1,24,19,1,0.715342,0
2,-4.50909e-17,3.31424e-19,-1.83747e-17,-3.32808e-18,6.54026e-17,1,25,19,1,0.720161,0
2,-2.54716e-17,-6.25798e-17,-2.22734e-17,-2.15438e-17,8.47558e-17,1,26,19,1,0.720161,0
2,4.18047e-18,-3.8446e-17,-1.27425e-18,-1.58524e-17,3.14557e-17,1,27,19,1,0.720161,0.005015
2,2.88101e-18,-5.46263e-17,3.2061e-17,-5.9833e-18,-5.76295e-20,1,28,19,1,0.725176,0
2,-2.7764e-18,1.47528e-17,2.6183e-17,-7.3193e-18,-6.63489e-17,1,29,19,1,0.725176,0
2,-7.59852e-17,2.45801e-17,4.81439e-17,2.9078e-17,-5.25042e-17,1,30,19,1,0.73019,0
2,8.45958e-17,-9.99437e-18,-1.65237e-17,-5.29236e-17,-1.88407e-17,1,18,20,1,0.73019,0
2,2.9882e-18,-9.36658e-18,-4.52682e-17,-3.08869e-17,-5.53655e-17,1,19,20,1,0.73019,0
2,-7.72655e-17,-1.38358e-17,-5.72083e-17,-3.16223e-17,-5.69233e-17,1,20,20,1,0.735203,0
2,-1.08017e-16,-3.04838e-17,-6.42915e-17,-2.98042e-17,-4.83262e-17,1,21,20,1,0.735203,0
2,-1.69366e-16,-7.82808e-18,-6.76434e-17,-4.00957e-17,-4.66116e-17,1,22,20,1,0.735203,0
2,-1.6357e-16,4.48367e-17,-3.37444e-17,-2.70979e-17,9.77178e-19,1,23,20,1,0.735203,0
2,-1.33237e-16,2.8038e-17,-5.05767e-17,1.81142e-17,5.05504e-17,1,24,20,1,0.735203,0
2,-9.03829e-17,1.72007e-18,-4.14874e-17,-2.1167e-19,6.04183e-17,1,25,20,1,0.735203,0.009792
2,-5.8387e-17,-2.62555e-17,-4.16835e-17,2.09822e-17,9.01909e-17,1,26,20,1,0.744995,0
2,-1.78765e-17,-3.10839e-17,-1.59641e-17,1.40633e-17,3.92268e-17,1,27,20,1,0.744995,0
2,9.10049e-18,-5.09816e-17,2.34574e-17,2.32372e-17,7.01442e-18,1,28,20,1,0.744995,0
2,3.74351e-17,-2.62979e-18,3.82911e-17,1.73738e-17,-3.25514e-17,1,29,20,1,0.744995,0
2,-2.71069e-17,1.59401e-17,4.83891e-17,5.50895e-17,-2.73059e-17,1,30,20,1,0.744995,0
2,6.45946e-17,8.58495e-18,-1.16511e-17,-6.06747e-17,-5.02525e-18,1,18,21,1,0.744995,0.010253
2,2.31784e-17,-4.87854e-18,-2.12578e-17,-7.86297e-18,-8.69929e-17,1,19,21,1,0.755248,0
2,-4.77732e-17,-7.57677e-18,-1.87022e-17,-2.15229e-17,-1.42699e-16,1,20,21,1,0.755248,0
2,-1.32e-16,-3.39992e-17,-1.68033e-17,-3.6969e-18,-3.09141e-17,1,21,21,1,0.755248,0
2,-2.90959e-16,-2.7695e-17,-3.00401e-17,-2.81694e-17,-6.50122e-17,1,22,21,1,0.755248,0
2,-1.78707e-16,5.13114e-17,-3.05679e-18,2.46571e-18,-6.50364e-18,1,23,21,1,0.755248,0
2,-3.36046e-16,8.26688e-17,-3.44538e-18,1.27062e-17,4.07938e-18,1,24,21,1,0.755248,0
2,-1.51891e-16,-3.54642e-18,-3.42332e-18,-2.4684e-17,3.67763e-17,1,25,21,1,0.755248,0
2,-2.62131e-16,1.57383e-17,6.73515e-18,-5.1799e-17,8.36295e-17,1,26,21,1,0.755248,0
2,-8.28468e-17,-2.02269e-17,-3.91707e-18,-9.66047e-18,5.35633e-17,1,27,21,1,0.755248,0
